DiseaseName	DiseaseID	ParentIDs	Synonyms
Sarcoglycanopathies	MESH:D058088	MESH:D009202|MESH:D012120|MESH:D049288	Adhalinopathies|Adhalinopathies, Primary|Adhalinopathy, Primary|Alpha Sarcoglycanopathies|Alpha-Sarcoglycanopathies|Alpha Sarcoglycanopathy|Alpha-Sarcoglycanopathy|DMDA2|Duchenne Like Autosomal Recessive Muscular Dystrophy, Type 2|Duchenne-Like Autosomal Recessive Muscular Dystrophy, Type 2|LGMD2D|LGMDR3|Limb Girdle Muscular Dystrophy, Type 2D|Limb-Girdle Muscular Dystrophy, Type 2D|MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 3|Muscular Dystrophy, Limb-Girdle, Type 2D|Muscular Dystrophy Limb Girdle with Alpha Sarcoglycan Deficiency|Muscular Dystrophy Limb-Girdle with Alpha-Sarcoglycan Deficiency|Primary Adhalinopathies|Primary Adhalinopathy|Sarcoglycanopathy
Sarcoidosis	MESH:D012507	MESH:D006968|MESH:D008232	Besnier Boeck Disease|Besnier-Boeck Disease|Besnier Boeck Schaumann Syndrome|Besnier-Boeck-Schaumann Syndrome|Boeck Disease|Boeck Sarcoid|Boeck's Disease|Boecks Disease|Boeck's Sarcoid|Boecks Sarcoid|Disease, Schaumann|Sarcoid, Boeck's|Sarcoidoses|SARCOIDOSIS|SARCOIDOSIS, SUSCEPTIBILITY TO, 1|SARCOIDOSIS, SUSCEPTIBILITY TO, 2|SARCOIDOSIS, SUSCEPTIBILITY TO, 3|Schaumann Disease|Schaumann's Syndrome|Schaumann's Syndromes|Schaumann Syndrome|SS1|SS2|SS3|Syndrome, Besnier-Boeck-Schaumann|Syndrome, Schaumann|Syndrome, Schaumann's
Sarcoidosis, Pulmonary	MESH:D017565	MESH:D012507|MESH:D017563	Pulmonary Sarcoidoses|Pulmonary Sarcoidosis|Sarcoidoses, Pulmonary
Sarcoma	MESH:D012509	MESH:D018204	Epithelioid Sarcoma|Epithelioid Sarcomas|Sarcoma, Epithelioid|Sarcomas|Sarcomas, Epithelioid|Sarcoma, Soft Tissue|Sarcoma, Spindle Cell|Sarcomas, Soft Tissue|Sarcomas, Spindle Cell|Soft Tissue Sarcoma|Soft Tissue Sarcomas|Spindle Cell Sarcoma|Spindle Cell Sarcomas
Sarcoma 180	MESH:D012510	MESH:D012513	Crocker Sarcoma 180|Sarcoma 180, Crocker
Sarcoma 37	MESH:D012511	MESH:D012513	
Sarcoma, Alveolar Soft Part	MESH:D018234	MESH:D009379|MESH:D012509	Alveolar Soft Part Sarcoma|Alveolar Soft-Part Sarcoma|ASPS
Sarcoma, Avian	MESH:D001357	MESH:D001715|MESH:D012192|MESH:D012513|MESH:D014412	Avian Sarcoma|Avian Sarcomas|Rous Sarcoma|Sarcoma, Rous|Sarcomas, Avian
Sarcoma, Clear Cell	MESH:D018227	MESH:D009372|MESH:D012509	Clear Cell Sarcoma|Clear Cell Sarcoma of Soft Tissue|Clear Cell Sarcomas|Malignant Melanoma of Soft Parts|Melanoma, Malignant, of Soft Parts|Melanoma of Soft Parts|Sarcomas, Clear Cell
Sarcoma, Endometrial Stromal	MESH:D018203	MESH:D018193|MESH:D036821	Endometrial Stromal Sarcoma|Endometrial Stromal Sarcomas|Sarcomas, Endometrial Stromal|Stromal Sarcoma, Endometrial|Stromal Sarcomas, Endometrial
Sarcoma, Ewing	MESH:D012512	MESH:D012516	ASKIN TUMOR, INCLUDED|ES|Ewing Sarcoma|Ewing's Sarcoma|Ewings Sarcoma|Ewing's Tumor|Ewings Tumor|Ewing Tumor|NEUROEPITHELIOMA, PERIPHERAL, INCLUDED|PNE, INCLUDED|Sarcoma, Ewing's|Sarcoma, Ewings|Tumor, Ewing|Tumor, Ewing's
Sarcoma, Experimental	MESH:D012513	MESH:D009374|MESH:D012509	EHS Tumor|Engelbreth-Holm-Swarm Sarcoma|Experimental Sarcoma|Experimental Sarcomas|Jensen Sarcoma|Sarcoma, Engelbreth Holm Swarm|Sarcoma, Engelbreth-Holm-Swarm|Sarcoma, Jensen|Sarcomas, Experimental|Tumor, EHS
Sarcoma family syndrome of Li and Fraumeni	MESH:C538639	MESH:D016864	Li-Fraumeni Syndrome 1|Sarcoma, Breast, Leukemia, and Adrenal Gland (SBLA) Syndrome
Sarcoma, Kaposi	MESH:D012514	MESH:D006566|MESH:D009383|MESH:D012509	Kaposi Sarcoma|KAPOSI SARCOMA, SUSCEPTIBILITY TO|Kaposi's Sarcoma|Kaposis Sarcoma|MCD, INCLUDED|Multiple Idiopathic Pigmented Hemangiosarcoma|MULTIPLE IDIOPATHIC PIGMENTED HEMANGIOSARCOMA, SUSCEPTIBILITY TO MULTICENTRIC CASTLEMAN DISEASE, SUSCEPTIBILITY TO, INCLUDED|Sarcoma, Kaposi's
Sarcoma, Myeloid	MESH:D023981	MESH:D007951|MESH:D012509	Chloroma|Chloromas|Extramedullary Myeloid Cell Tumor|Granulocytic Sarcoma|Granulocytic Sarcomas|Myeloid Cell Tumor, Extramedullary|Myeloid Sarcoma|Myeloid Sarcomas|Sarcoma, Granulocytic|Sarcomas, Granulocytic|Sarcomas, Myeloid
Sarcoma, Small Cell	MESH:D018228	MESH:D009372|MESH:D012509	Cell Sarcoma, Small|Cell Sarcomas, Small|Sarcomas, Small Cell|Small Cell Sarcoma|Small Cell Sarcomas
Sarcoma, Synovial	MESH:D013584	MESH:D009372|MESH:D012509	Sarcomas, Synovial|Synovial Sarcoma|Synovial Sarcomas|Synovioma|Synoviomas
Sarcoma, Yoshida	MESH:D012517	MESH:D012513	Reticulum Cell Like Sarcoma, Yoshida|Reticulum Cell-Like Sarcoma, Yoshida|Yoshida Sarcoma
Sarcopenia	MESH:D055948	MESH:D009133	Sarcopenias
Sarcosinemia	MESH:C537236	MESH:D000592|MESH:D028361	Hypersarcosinemia|SARCOS|Sarcosin dehydrogenase complex, deficiency of|SARCOSINE DEHYDROGENASE COMPLEX DEFICIENCY|Sarcosine Dehydrogenase Complex, Deficiency Of|SARD Deficiency|SARDHD|SARDH Deficiency
Sarocladium kiliense infection	MESH:C000656906	MESH:D000072742	Acremonium kiliense infection
Satoyoshi syndrome	MESH:C536616	MESH:D000505|MESH:D003967|MESH:D013035	Komuragaeri Disease|Muscle spasms, intermittent with alopecia, diarrhea, and skeletal abnormalities|Muscle Spasms, Intermittent, With Alopecia, Diarrhea, And Skeletal Abnormalities
Saul Wilkes Stevenson syndrome	MESH:C536617	MESH:D005600	
Savant syndrome	MESH:C000721847	MESH:D065886	autistic savant syndrome|idiot savant syndrome
Say Barber Miller syndrome	MESH:C536618	MESH:D000361|MESH:D008831	Microcephaly hypogammaglobulinemia abnormal immunity
Say Field Coldwell syndrome	MESH:C536619	MESH:D000015|MESH:D006228|MESH:D031222	Triphalangeal thumbs and dislocation of patella
Say Meyer syndrome	MESH:C536620	MESH:D000015|MESH:D006130|MESH:D019465	Trigonocephaly, short stature and developmental delay|Trigonocephaly, short stature, and retarded psychomotor development|Trigonocephaly with Short Stature and Developmental Delay
Say syndrome	MESH:C536621	MESH:D000015|MESH:D002972|MESH:D006130|MESH:D008831	Cleft palate large ears small head|Cleft palate, microcephaly, large ears, and short stature|Say Barber Hobbs syndrome
Scabies	MESH:D012532	MESH:D008924|MESH:D012876	Mange, Sarcoptic|Sarcoptic Mange
Scalp defects postaxial polydactyly	MESH:C536622	MESH:D017689	Congenital scalp defects associated with postaxial polydactyly|Scalp Defects And Postaxial Polydactyly
Scalp Dermatoses	MESH:D012536	MESH:D012871	Dermatoses, Scalp|Dermatosis, Scalp|Scalp Dermatosis
Scalp ear nipple syndrome	MESH:C536623	MESH:D000015|MESH:D007021|MESH:D009123	Finlay-Marks Syndrome|Hereditary syndrome of lumpy scalp, odd ears and rudimentary nipples|Scalp-Ear-Nipple Syndrome|SENS|SEN SYNDROME
Scaphocephaly, Maxillary Retrusion, And Mental Retardation	MESH:C566511	MESH:D003398|MESH:D008607|MESH:D063173	SCAPHOCEPHALY, MAXILLARY RETRUSION, AND IMPAIRED INTELLECTUAL DEVELOPMENT|SCAPHOCEPHALY, MAXILLARY RETRUSION, AND MENTAL RETARDATION
Scapuloperoneal myopathy	MESH:C536624	MESH:D020389	Myopathy, scapuloperoneal|Scapuloperoneal syndrome, myopathic type
Scapuloperoneal Myopathy, X-Linked Dominant	MESH:C567481	MESH:D020389	Scapuloperoneal Myopathy, FHL1-Related|SPM
SCAPULOPERONEAL SPINAL MUSCULAR ATROPHY	OMIM:181405	MESH:D009134	AMYOTROPHY, NEUROGENIC SCAPULOPERONEAL, NEW ENGLAND TYPE|SPSMA
Scapuloperoneal Syndrome, Neurogenic, Kaeser Type	MESH:C566695	MESH:D009134|MESH:D020271	Kaeser Syndrome|SCAPULOPERONEAL SYNDROME, NEUROGENIC TYPE, OF KAESER|SCPNK|Stark-Kaeser Syndrome
SCARF syndrome	MESH:C536625	MESH:D000015|MESH:D003483|MESH:D008607|MESH:D019465	Skeletal Abnormalities, Cutis Laxa, Craniostenosis, Ambiguous Genitalia, Retardation, And Facial Abnormalities
Scarlet Fever	MESH:D012541	MESH:D013290	Fever, Scarlet|Fevers, Scarlet|Scarlet Fevers
scedosporiosis	MESH:C000656924	MESH:D000072742	Lomentospora prolificans infection|Lomentospora prolificans infections|pseudallescheriasis|Scedosporium infection|Scedosporium prolificans infection|Scedosporium prolificans infections
Schaaf-Yang syndrome	MESH:C000726748	MESH:D000096803|MESH:D002658|MESH:D007018|MESH:D019066|MESH:D025063	Chitayat-Hall syndrome|Prader-Willi-like syndrome|SHFYNG
Schaap Taylor Baraitser syndrome	MESH:C536626	MESH:D002386|MESH:D006130|MESH:D006319|MESH:D006983	Cataracts, sensorineural deafness, hypogonadism, hypertrichosis and short stature
Schaefer Stein Oshman syndrome	MESH:C536627	MESH:D000015|MESH:D010009|MESH:D019465	Craniodiaphyseal dysplasia, dominant|Dominantly inherited craniodiaphyseal dysplasia
Scheuermann Disease	MESH:D012544	MESH:D007738|MESH:D055035	Adolescent Hyperkyphoses|Adolescent Hyperkyphosis|Adolescent Kyphoses|Adolescent Kyphosis|Hyperkyphoses, Adolescent|Hyperkyphosis, Adolescent|Juvenile Kyphoses|Juvenile Kyphoses, Scheuermann|Juvenile Kyphosis|Juvenile Kyphosis, Scheuermann|Juvenile Osteochondrosis of Spine|Kyphoses, Adolescent|Kyphoses, Juvenile|Kyphoses, Scheuermann|Kyphoses, Scheuermann Juvenile|Kyphoses, Scheuermann's|Kyphosis, Adolescent|Kyphosis, Juvenile|Kyphosis, Scheuermann|Kyphosis, Scheuermann Juvenile|Kyphosis, Scheuermann's|Scheuermann Juvenile Kyphoses|Scheuermann Juvenile Kyphosis|Scheuermann Kyphoses|Scheuermann Kyphosis|Scheuermann's Disease|Scheuermanns Disease|Scheuermann's Kyphoses|Scheuermann's Kyphosis|Scheuermanns Kyphosis|SPINAL OSTEOCHONDROSIS|Spine Juvenile Osteochondroses|Spine Juvenile Osteochondrosis
Schilbach-Rott Syndrome Ocular Hypotelorism, Submucosal Cleft Palate, and Hypospadias	MESH:C563509	MESH:D002972|MESH:D007021|MESH:D019465	Blepharofacioskeletal Syndrome|Cleft Palate, Hypotelorism, and Hypospadias|Ocular Hypotelorism, Submucosal Cleft Palate, and Hypospadias
Schimke immunoosseous dysplasia	MESH:C536629	MESH:D000081207|MESH:D001161|MESH:D009404|MESH:D010009|MESH:D011655	Immunoosseous dysplasia Schimke type|Immunoosseous Dysplasia, Schimke Type|Schimke Immuno-Osseous Dysplasia|SIOD
Schimke X-linked mental retardation syndrome	MESH:C536630	MESH:D003638|MESH:D006130|MESH:D008831|MESH:D009886|MESH:D038901	Childhood-onset choreoathetosis with spasticity, postnatal microcephaly, growth and mental retardation, ophthalmoplegia, and deafness|Choreoathetosis with mental retardation X- linked|Choreoathetosis With Mental Retardation, X-Linked|Progressive basal ganglion dysfunction, mental and growth retardation, external ophthalmoplegia, postnatal microcephaly and deafness
Schindler Disease, Type I	MESH:C536631	MESH:D016464|MESH:D019150	Alpha-Galactosidase B Deficiency|Alpha-Galnac Deficiency, Schindler Type|Alpha-N-Acetylgalactosaminidase Deficiency|Alpha-N-acetylgalactosaminidase deficiency adult onset|Alpha-N-Acetylgalactosaminidase Deficiency, Adult-Onset|Alpha-N-acetylgalactosaminidase deficiency, type 1|Alpha-N-acetylgalactosaminidase deficiency type 2|Alpha-N-Acetylgalactosaminidase Deficiency, Type I|alpha-N-Acetylgalactosaminidase Deficiency, Type II|Alpha-N-Acetylgalactosaminidase Deficiency, Type III|Alpha-Naga Deficiency|Angiokeratoma Corporis Diffusum-Glycopeptiduria|Galb Deficiency|Kanzaki disease|Lysosomal Glycoaminoacid Storage Disease-Angiokeratoma Corporis Diffusum|Naga Deficiency|NAGA deficiency type 2|Naga Deficiency, Type I|NAGA DEFICIENCY, TYPE I  ALPHA-N-ACETYLGALACTOSAMINIDASE DEFICIENCY, TYPE III, INCLUDED|NAGA Deficiency, Type II|NAGA Deficiency, Type III|NAGA DEFICIENCY, TYPE III, INCLUDED|Neuroaxonal dystrophy, Schindler type|Neuronal Axonal Dystrophy, Schindler Type|Schindler Disease|Schindler disease, type 1|Schindler disease, type 2|Schindler Disease, Type II|Schindler Disease, Type III|SCHINDLER DISEASE, TYPE III, INCLUDED
Schinzel-Giedion syndrome	MESH:C536632	MESH:D000015|MESH:D006228|MESH:D008607|MESH:D009264|MESH:D019465	Schinzel Giedion midface-retraction syndrome|Schinzel-Giedion Midface Retraction Syndrome|Schinzel-Giedion Midface-Retraction Syndrome|Schinzel Giedion syndrome|SGS
Schisis association	MESH:C536633	MESH:D009421	Midline development field defects
Schistosomiasis	MESH:D012552	MESH:D000079426|MESH:D014201	Bilharziases|Bilharziasis|Fever, Katayama|Infection, Schistoma|Infections, Schistoma|Katayama Fever|Schistoma Infection|Schistoma Infections|Schistosomiases
Schistosomiasis haematobia	MESH:D012553	MESH:D012552|MESH:D014552	Infection, Schistosoma haematobia|Infections, Schistosoma haematobia|Schistosoma haematobia Infection|Schistosoma haematobia Infections|Schistosomiases, Urinary|Schistosomiases, Urogenital|Schistosomiasis haematobium|Schistosomiasis, Urinary|Schistosomiasis, Urogenital|Urinary Schistosomiases|Urinary Schistosomiasis|Urogenital Schistosomiases|Urogenital Schistosomiasis
Schistosomiasis japonica	MESH:D012554	MESH:D012552	Infection, Schistosoma japonicum|Infections, Schistosoma japonicum|Schistosoma japonicum Infection|Schistosoma japonicum Infections|Schistosomiasis japonicum
Schistosomiasis mansoni	MESH:D012555	MESH:D012552	Infection, Schistosoma mansoni|Infections, Schistosoma mansoni|Intestinal Schistosomiases|Intestinal Schistosomiasis|Schistosoma mansoni Infection|Schistosoma mansoni Infections|SCHISTOSOMA MANSONI INFECTION, SUSCEPTIBILITY/RESISTANCE TO|SCHISTOSOMA MANSONI, INTENSITY OF INFECTION BY|Schistosomiases, Intestinal|Schistosomiasis, Intestinal|SM1
Schizencephaly	MESH:D065707	MESH:D065704	Cleft, Schizencephalic|Clefts, Schizencephalic|Cyst, Schizencephalic|Cysts, Schizencephalic|Schizencephalic Cleft|Schizencephalic Clefts|Schizencephalic Cyst|Schizencephalic Cysts|Schizencephalies
Schizoid Personality Disorder	MESH:D012557	MESH:D010554	Disorder, Schizoid Personality|Disorders, Schizoid Personality|Personalities, Schizoid|Personality Disorder, Schizoid|Personality Disorders, Schizoid|Personality, Schizoid|Schizoid Personalities|Schizoid Personality|Schizoid Personality Disorders
Schizophrenia	MESH:D012559	MESH:D019967	Dementia Praecox|Disorder, Schizophrenic|Disorders, Schizophrenic|SCHIZOPHRENIA 1|SCHIZOPHRENIA 11|SCHIZOPHRENIA 12|SCHIZOPHRENIA 13|SCHIZOPHRENIA 14|SCHIZOPHRENIA 15|SCHIZOPHRENIA 15 WITH OR WITHOUT AN AFFECTIVE DISORDER|SCHIZOPHRENIA 18|SCHIZOPHRENIA 18 WITH OR WITHOUT AN AFFECTIVE DISORDER|SCHIZOPHRENIA 1 WITH OR WITHOUT AN AFFECTIVE DISORDER|SCHIZOPHRENIA 2|SCHIZOPHRENIA 3|SCHIZOPHRENIA 3 WITH OR WITHOUT AN AFFECTIVE DISORDER|SCHIZOPHRENIA 4|SCHIZOPHRENIA 5|SCHIZOPHRENIA 5 WITH OR WITHOUT AN AFFECTIVE DISORDER|SCHIZOPHRENIA 6|SCHIZOPHRENIA 7|SCHIZOPHRENIA 7 WITH OR WITHOUT AN AFFECTIVE DISORDER|SCHIZOPHRENIA 8|SCHIZOPHRENIA 8 WITH OR WITHOUT AN AFFECTIVE DISORDER|SCHIZOPHRENIA 9|SCHIZOPHRENIA 9 WITH OR WITHOUT AN AFFECTIVE DISORDER|Schizophrenias|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 10q-RELATED|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 11q-RELATED|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 13q-RELATED|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 15q13-q14-RELATED|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 18-RELATED|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 1p-RELATED|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 1q42-RELATED|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 22q11-RELATED|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 22q13-RELATED|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 2q32-RELATED|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 5-RELATED|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 6q-RELATED|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 6-RELATED|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 8p-RELATED|SCHIZOPHRENIA WITH OR WITHOUT AN AFFECTIVE DISORDER|Schizophrenic Disorder|Schizophrenic Disorders|SCZD|SCZD1|SCZD11|SCZD12|SCZD13|SCZD14|SCZD15|SCZD18|SCZD2|SCZD3|SCZD4|SCZD5|SCZD6|SCZD7|SCZD8|SCZD9
Schizophrenia, Catatonic	MESH:D012560	MESH:D012559	CATATONIA, PERIODIC|Catatonic Schizophrenia|Catatonic Schizophrenias|SCHIZOPHRENIA 10|Schizophrenias, Catatonic|SCHIZOPHRENIA SUSCEPTIBILITY LOCUS, CHROMOSOME 15q15-RELATED|SCZD10
Schizophrenia, Childhood	MESH:D012561	MESH:D065886	Childhood Onset Schizophrenia|Childhood-Onset Schizophrenia|Childhood Schizophrenia|Schizophrenia, Childhood-Onset
Schizophrenia, Disorganized	MESH:D012562	MESH:D012559	Disorganized Schizophrenia|Disorganized Schizophrenias|Hebephrenic Schizophrenia|Hebephrenic Schizophrenias|Schizophrenia, Hebephrenic|Schizophrenias, Disorganized|Schizophrenias, Hebephrenic
Schizophrenia, Paranoid	MESH:D012563	MESH:D012559	Delusional Disorder|Delusional Disorders|Disorder, Delusional|Disorders, Delusional|Paranoid Schizophrenia|Paranoid Schizophrenias|Schizophrenias, Paranoid
Schizophrenia Spectrum and Other Psychotic Disorders	MESH:D019967	MESH:D001523	Schizophrenia and Disorders with Psychotic Features
Schizophrenia, Treatment-Resistant	MESH:D000090663	MESH:D012559	Refractory Schizophrenia|Schizophrenia, Refractory|Schizophrenia, Treatment Resistant|Treatment Resistant Schizophrenia|Treatment-Resistant Schizophrenia
Schizotaxia	MESH:C536634	MESH:D012569	
Schizotypal Personality Disorder	MESH:D012569	MESH:D010554	Borderline Schizophrenia|Borderline Schizophrenias|Disorder, Schizotypal Personality|Disorders, Schizotypal Personality|Incipient Schizophrenia|Incipient Schizophrenias|Latent Schizophrenia|Latent Schizophrenias|Personality Disorder, Schizotypal|Personality Disorders, Schizotypal|Pseudoneurotic Schizophrenia|Pseudoneurotic Schizophrenias|Pseudopsychopathic Schizophrenia|Pseudopsychopathic Schizophrenias|Schizophrenia, Borderline|Schizophrenia, Incipient|Schizophrenia, Latent|Schizophrenia, Pseudoneurotic|Schizophrenia, Pseudopsychopathic|Schizophrenias, Borderline|Schizophrenias, Incipient|Schizophrenias, Latent|Schizophrenias, Pseudoneurotic|Schizophrenias, Pseudopsychopathic|Schizotypal Personality Disorders
Schlegelberger Grote syndrome	MESH:C536635	MESH:D000013|MESH:D003638|MESH:D013915	Syndrome with triphalangia of thumbs, thrombasthenia Glanzmann and deafness of internal ear|Triphalangeal thumbs thrombocytopathy deafness
Schmid-Fraccaro syndrome	MESH:C535918	MESH:D000782|MESH:D005124|MESH:D025063	Cat Eye syndrome|CES|Chromosome 22 partial tetrasomy|INV DUP(22)(Q11)|SCHMID-FRACCARO SYNDROME
Schneckenbecken dysplasia	MESH:C536637	MESH:D010009	Chondrodysplasia, lethal neonatal, with snail-like pelvis|SHNKND
Schnitzler Syndrome	MESH:D019873	MESH:D008998	
Schofer Beetz Bohl syndrome	MESH:C535949	MESH:D001928|MESH:D002114|MESH:D003919|MESH:D008607	
Scholte syndrome	MESH:C536638	MESH:D000505|MESH:D007006|MESH:D008607	Early balding, patella luxation, acromicria and hypogonadism|Early Balding, Patella Luxation, Acromicria, And Hypogonadism
Schopf-Schulz-Passarge Syndrome	MESH:C565607	MESH:D000848|MESH:D005142|MESH:D007039|MESH:D007645	Eccrine Tumors With Ectodermal Dysplasia|Keratosis Palmoplantaris With Cystic Eyelids, Hypodontia, And Hypotrichosis|SSPS
Schrander-Stumpel Theunissen Hulsmans syndrome	MESH:C536639	MESH:D000015|MESH:D002972|MESH:D008607|MESH:D014820|MESH:D019066	Vitiligo, psychomotor retardation, cleft palate and facial dysmorphism|Vitiligo vulgaris, cleft palate, somatic and psychomotor retardation and facial dysmorphism
Schwannomatosis	MESH:C536641	MESH:D009442|MESH:D012878|MESH:D017253	Neurilemmomatosis, congenital cutaneous|Schwannomatosis 1|SCHWANNOMATOSIS 2|SWN1|SWN2|SWNTS1|SWNTS2
Schwartz Cohen-Addad Lambert syndrome	MESH:C535835	MESH:D006849|MESH:D008548|MESH:D008591	Congenital melanocytosis with myelomeningocele and hydrocephalus
Schwartz-Lelek syndrome	MESH:C537519	MESH:D001848|MESH:D006972|MESH:D015576|MESH:D019465	Craniometadiaphyseal dysplasia|Craniometaphyseal dysplasia|Genetic craniotubular bone dysplasias and hyperostoses
Schweitzer Kemink Graham syndrome	MESH:C536511	MESH:D006314|MESH:D008844	Conductive hearing loss, middle ear ossicular anomalies, malformed thickened lop auricles, and micrognathia|Thickened earlobes with conductive deafness from incus-stapes abnormalities
Sciatica	MESH:D012585	MESH:D009437|MESH:D020426	Bilateral Sciatica|Bilateral Sciaticas|Neuralgia, Sciatic|Neuralgias, Sciatic|Sciatica, Bilateral|Sciatic Neuralgia|Sciatic Neuralgias
Sciatic Neuropathy	MESH:D020426	MESH:D020422	Lesion of Sciatic Nerve|Nerve Disease, Sciatic|Nerve Diseases, Sciatic|Nerve Lesion, Sciatic|Nerve Lesions, Sciatic|Nerve Palsies, Sciatic|Nerve Palsy, Sciatic|Neuralgia-Neuritides, Sciatic Nerve|Neuralgia Neuritis, Sciatic Nerve|Neuralgia-Neuritis, Sciatic Nerve|Neuritides, Sciatic|Neuritis, Sciatic|Neuropathies, Sciatic|Neuropathy, Sciatic|Palsies, Sciatic Nerve|Palsy, Sciatic Nerve|Sciatic Nerve Disease|Sciatic Nerve Diseases|Sciatic Nerve Lesion|Sciatic Nerve Lesions|Sciatic Nerve Neuralgia-Neuritides|Sciatic Nerve Neuralgia-Neuritis|Sciatic Nerve Palsies|Sciatic Nerve Palsy|Sciatic Neuritides|Sciatic Neuritis|Sciatic Neuropathies
Scimitar Anomaly, Multiple Cardiac Malformations, and Craniofacial and Central Nervous System Abnormalities	MESH:C564262	MESH:D006330|MESH:D012587|MESH:D019465	Anomalous Pulmonary Venous Return, Multiple Cardiac Malformations, and Craniofacial and Central Nervous System Abnormalities
Scimitar Syndrome	MESH:D012587	MESH:D008171|MESH:D014652|MESH:D015619|MESH:D054079	Anomalous Pulmonary Venous Return|Anomaly, Scimitar|APVR|Pulmonary Venous Return Anomaly|Scimitar Anomaly|SCIMITAR SYNDROME|TAPVR|TAPVR1|Total Anomalous Pulmonary Venous Return|Total Anomalous Pulmonary Venous Return 1
Scleral Diseases	MESH:D015422	MESH:D005128	Disease, Sclera|Disease, Scleral|Diseases, Sclera|Diseases, Scleral|Sclera Disease|Sclera Diseases|Scleral Disease
Scleredema Adultorum	MESH:D012592	MESH:D012871|MESH:D017520	Buschke Scleredema|Buschke Scleredema Adultorum|Buschke Scleredema Diabeticorum|Buschke's Scleredema|Buschkes Scleredema|Diabeticorum, Scleredema|Diabeticorums, Scleredema|Scleredema|Scleredema Adultorum of Buschke|Scleredema, Buschke's|Scleredema Diabeticorum|Scleredema Diabeticorum of Buschke|Scleredema Diabeticorums|Scleredemas
